release_id,position,track_title,duration,type,track_producer,track_remixer
411066,7,Love Will Never Do (Without You),4:35,track,,
411066,8,Alright,4:38,track,,Shep Pettibone
411066,9,Control,5:14,track,,
411066,10,The Pleasure Principle,4:13,track,Steve Wiese; Monte Moir,
411066,11,Black Cat,4:47,track,Jellybean Johnson,Michael Wagener
411066,12,Rhythm Nation,5:58,track,,
411066,13,That's The Way Love Goes,4:25,track,,
411066,14,Come Back To Me,5:36,track,,
411066,15,Let's Wait Awhile,4:36,track,,
411066,16,Twenty Foreplay,6:08,track,,
436392,A1,Movin' On (Hard Club Mix),8:00,track,,Junior Vasquez
436392,A2,Movin' On (Smooth Club Mix),6:18,track,,Junior Vasquez
436392,A3,Movin' On (Club Dub),8:00,track,,Junior Vasquez
436392,B1,Movin' On (Dave Hall Hip Hop Remix),4:00,track,,
436392,B2,Movin' On (G.Man Slammin' Remix With Rap) (Male),4:23,track,,"Jorge ""G-Man"" Corante"
436392,B3,Movin' On (G.Man Slammin' Remix) (With Rap),4:23,track,,"Jorge ""G-Man"" Corante"
436392,B4,Movin' On (G.Man Slammin' Remix) (Without Rap),4:23,track,,"Jorge ""G-Man"" Corante"
436392,B5,Movin' On (LP Version),3:46,track,,
145773,A1,Love Will Never Do (Without You) (Shep's Work It Out Mix),7:30,track,,Alan Gregorie; Shep Pettibone
145773,A2,Love Will Never Do (Without You) (The Work It Out Dub),4:51,track,,Alan Gregorie; Shep Pettibone
145773,A3,"Love Will Never Do (Without You) (Work It Out 7"" With Intro)",4:50,track,,Alan Gregorie; Shep Pettibone
145773,B1,Love Will Never Do (Without You) (UK Funky Mix),6:56,track,,CJ Mackintosh
145773,B2,Love Will Never Do (Without You) (UK Funky Instrumental),6:05,track,,CJ Mackintosh
145773,B3,Love Will Never Do (Without You) (Single Version),4:30,track,,
232642,A1,"Black Cat (Funky 12"")",5:45,track,,CJ Mackintosh; Dave Dorrell
232642,A2,"Black Cat (Funky 7"")",4:41,track,,CJ Mackintosh; Dave Dorrell
232642,A3,Black Cat (Video Mix  / Short Solo),4:31,track,,Michael Wagener
232642,B1,"Black Cat (3 Snaps Up 12"")",7:31,track,,Vaughn Halyard
232642,B2,"Black Cat (3 Snaps Up 7"")",4:24,track,,Vaughn Halyard
232642,B3,Black Cat (3 Snaps Up Dub),6:12,track,,Vaughn Halyard
848710,A1,"Every Heartbeat (12"" Body & Soul Mix)",5:21,track,,Daniel Abraham
848710,A2,"Every Heartbeat (7"" Body & Soul Mix)",3:50,track,,Daniel Abraham
848710,B1,"Baby Baby (12"" Heart In Motion Mix)",6:02,track,,Daniel Abraham
848710,B2,"Every Heartbeat (7"" Piano Mix)",3:30,track,,Daniel Abraham
850649,A1,"Good For Me (12"" So Good Mix)",6:02,track,,Daniel Abraham
850649,A2,Good For Me (Dub So Good Mix),5:08,track,,Daniel Abraham
850649,B1,"Good For Me (12"" You Like To Dance Mix)",5:40,track,,Daniel Abraham
850649,B2,Good For Me (You Like To Dub Mix),4:09,track,,Daniel Abraham
850649,B3,"Good For Me (7"" Good For You Mix)",4:02,track,,Daniel Abraham
292147,A1,"Keep On Walkin' (Silky Soul 12"")",6:25,track,,"Steve ""Silk"" Hurley"
292147,A2,Keep On Walkin' (Maurice Underground Vocal),6:30,track,,Maurice Joshua
292147,A3,Keep On Walkin' (E-Smoove Groovy Mix),6:15,track,,E-Smoove
292147,B1,Keep On Walkin' (Hard Urban Mix W/Rap),5:54,track,,"Aaron ""Freedom"" Lyles; Ike Lee"
292147,B2,"Keep On Walkin' (Original Feel 12"")",5:06,track,,"Aaron ""Freedom"" Lyles; Ike Lee"
292147,B3,Keep On Walkin' (LP Edit),4:00,track,,
397565,A1,We Got A Love Thang (Silky House Thang),6:57,track,,"Steve ""Silk"" Hurley"
397565,A2,We Got A Love Thang (Silky Dub Thang),4:23,track,,"Steve ""Silk"" Hurley"
397565,B1,"We Got A Love Thang (Silky 7"")",4:30,track,,"Steve ""Silk"" Hurley"
397565,B2,We Got A Love Thang (LP Version),5:27,track,,
397565,C1,"We Got A Love Thang (Maurice's 12"")",7:14,track,,
397565,C2,We Got A Love Thang (Maurice's Dub),7:19,track,,Maurice Joshua
397565,D1,We Got A Love Thang (E-Smoove Groovy Mix),6:25,track,,E-Smoove
397565,D2,We Got A Love Thang (E-Smoove Dub),6:37,track,,
397543,A1,"Keep On Walkin' (Silky Soul 12"")",6:25,track,"Steve ""Silk"" Hurley","Steve ""Silk"" Hurley"
397543,A2,Keep On Walkin' (LP Version),4:30,track,"Steve ""Silk"" Hurley",
397543,A3,Keep On Walkin' (Silky Soul Dub),5:51,track,"Steve ""Silk"" Hurley","Steve ""Silk"" Hurley"
397543,B1,Keep On Walkin' (Maurice Underground Vocal),6:30,track,"Steve ""Silk"" Hurley",Maurice Joshua
397543,B2,Keep On Walkin' (E-Smoove Groovy Mix),6:15,track,"Steve ""Silk"" Hurley",E-Smoove
397543,C1,"Keep On Walkin' (Hard Urban 12"" Mix W/Rap)",5:54,track,"Steve ""Silk"" Hurley","Aaron ""Freedom"" Lyles; Ike Lee"
397543,C2,"Keep On Walkin' (Original Feel 12"")",5:06,track,"Steve ""Silk"" Hurley","Aaron ""Freedom"" Lyles; Ike Lee"
397543,C3,"Keep On Walkin' (Mellow 12"")",5:40,track,"Steve ""Silk"" Hurley","Aaron ""Freedom"" Lyles; Ike Lee"
397543,D1,Keep On Walkin' (Maurice Underground Dub),6:50,track,"Steve ""Silk"" Hurley",Maurice Joshua
397543,D2,Keep On Walkin' (E-Smoove Groovy Instrumental),6:13,track,"Steve ""Silk"" Hurley",E-Smoove
561076,A,Control (Extended Version),7:33,track,,
561076,B1,Control (Dub Version),5:55,track,,
561076,B2,Control (A Cappella),3:55,track,,
22227430,A1,The Pleasure Principle (Long Vocal),7:23,track,,
22227430,A2,The Pleasure Principle (A Cappella),4:23,track,,
22227430,B1,"The Pleasure Principle (12"" Dub)",6:58,track,,
22227430,B2,"The Pleasure Principle (7"" Vocal)",4:19,track,,
625680,A1,There's No Business Like Show Business,5:45,track,,
625680,A2,Everything's Coming Up Roses,6:26,track,,
625680,A3,I Get A Kick Out Of You,5:59,track,,
625680,B1,Something For The Boys,5:15,track,,
625680,B2,Some People,4:47,track,,
625680,B3,Alexander's Ragtime Band,4:24,track,,
625680,B4,I Got Rhythm,5:04,track,,
1502957,1,Control (The Video Mix),6:02,track,Janet Jackson; John McClain; Jimmy Jam & Terry Lewis,Steve Hodge
1502957,2,When I Think Of You (Dance Remix),6:25,track,Jimmy Jam & Terry Lewis,
1502957,3,The Pleasure Principle (Long Vocal Remix - The Shep Pettibone Mix),7:23,track,Janet Jackson; Steve Wiese; John McClain; Monte Moir; Shep Pettibone,Bob Rosa
1502957,4,What Have You Done For Me Lately (Extended Mix),7:00,track,Janet Jackson; John McClain; Jimmy Jam & Terry Lewis,
1502957,5,Nasty (Cool Summer Mix Part Two),10:09,track,Jimmy Jam & Terry Lewis,
1502957,6,Let's Wait Awhile (Remix),4:30,track,John McClain; Janet Jackson; Jimmy Jam; Terry Lewis,Steve Hodge
1502957,7,Nasty (Cool Summer Mix Part One),7:57,track,Jimmy Jam & Terry Lewis,
1502957,8,The Pleasure Principle Dub Edit (The Shep Pettibone Mix),6:58,track,Janet Jackson; Steve Hodge; John McClain; Monte Moir; Shep Pettibone,Bob Rosa
156217,A1,"Crazy Love (A.R. Mix 12"")",5:36,track,Daniel Abraham,
156217,A2,"Crazy Love (Kenlou 12"")",7:39,track,"Kenny ""Dope"" Gonzalez; Louie Vega",Kenlou
156217,B1,Crazy Love (LP Edit),4:12,track,,
156217,B2,Crazy Love (M.A.W. House Dub),7:22,track,"Kenny ""Dope"" Gonzalez; Louie Vega",Masters At Work
156217,B3,Crazy Love (Masters At Work Dub),4:52,track,"Kenny ""Dope"" Gonzalez; Louie Vega",Masters At Work
109994,A1,"Rhythm Nation (12"" United Mix)",6:35,track,Shep Pettibone,Goh Hotoda
109994,A2,Rhythm Nation (United Dub),6:09,track,Shep Pettibone,Goh Hotoda
109994,A3,"Rhythm Nation (7"" Edit)",4:28,track,,
109994,B1,"Rhythm Nation (12"" House Nation Mix)",8:06,track,Shep Pettibone,Goh Hotoda
109994,B2,Rhythm Nation (House Nation Groove),6:42,track,Shep Pettibone,Goh Hotoda
109994,B3,"Rhythm Nation (7"" Instrumental)",4:44,track,,
184979,A1,"Alright (12"" R&B Mix)",7:20,track,,
184979,A2,"Alright (7"" R&B Mix)",4:34,track,,
184979,A3,Alright (A Cappella),3:26,track,,
184979,B1,"Alright (12"" House Mix)",8:30,track,,
184979,B2,Alright (Hip House Dub),6:40,track,,
184979,B3,Alright (House Dub),5:58,track,,
1605423,1,"Escapade (We've Got It Made 7"")",4:02,track,,Shep Pettibone
1605423,2,Escapade (Shep's Housecapade Mix),6:46,track,,Shep Pettibone
1605423,3,Escapade (Housecapade Dub),5:32,track,,Shep Pettibone
191300,1,Runaway (LP Version),3:35,track,Janet Jackson; Jimmy Jam & Terry Lewis,
191300,2,Runaway (Junior's Factory Mix),9:06,track,Janet Jackson; Jimmy Jam & Terry Lewis,Junior Vasquez
191300,3,When I Think Of You (Extended Morales House Mix '95),7:41,track,Janet Jackson; Jimmy Jam & Terry Lewis; David Morales,
191300,4,When I Think Of You (Heller & Farley Project Mix),10:41,track,Janet Jackson; Jimmy Jam & Terry Lewis,Heller & Farley
191300,5,Runaway (Junior's Unplugged Mix),3:30,track,Janet Jackson; Jimmy Jam & Terry Lewis,Junior Vasquez
188664,1,Sympathy For The Devil (The Neptunes Radio Remix),4:04,track,,The Neptunes
188664,2,Sympathy For The Devil (The Neptunes Full Length Remix),5:54,track,,The Neptunes
188664,3,Sympathy For The Devil (Fatboy Slim Radio Remix),4:14,track,,Fatboy Slim
188664,4,Sympathy For The Devil (Fatboy Slim Full Length Remix),8:22,track,,Fatboy Slim
188664,5,Sympathy For The Devil (Full Phatt Radio Remix),3:41,track,Dean Gillard; Matt Ward,Full Phatt
188664,6,Sympathy For The Devil (Full Phatt Full Length Remix),5:30,track,Dean Gillard; Matt Ward,Full Phatt
188664,7,Sympathy For The Devil (The Rolling Stones Original Recording),6:16,track,,
5069792,A1,Run To You (Phillip Damian's Extended Vocal Mix),11:55,track,,Phillip Damien
5069792,AA1,Run To You (Farley & Heller Vocal Mix),9:22,track,,Heller & Farley
5069792,AA2,Run To You (Phat Manhattan's Phat Bass Mix),6:46,track,,Phat Manhattan
667632,1,Patience,2:53,track,,
667632,2,Amazing,4:25,track,,
667632,3,John And Elvis Are Dead,4:23,track,,
667632,4,Cars And Trains,5:51,track,Jon Douglas,
667632,5,Round Here,5:55,track,,
667632,6,My Mother Had A Brother,6:17,track,,
667632,7,Flawless (Go To The City),6:51,track,,
667632,8,American Angel,4:07,track,George Michael; James Jackman; Niall Flynn; Ruadhri Cushnan,
667632,9,Precious Box,7:39,track,,
667632,10,Please Send Me Someone (Anselmo's Song),5:26,track,Jon Douglas,
667632,11,Freeek! '04,4:28,track,George Michael; James Jackman; Niall Flynn; Ruadhri Cushnan,
667632,12,Through,5:22,track,,
190843,A,Body (M.A.S. Collective Ruff Mix),6:48,track,,M.A.S. Collective
190843,B,Body (Funky Derrick's Pariscope Mix),7:12,track,,Funky Derrick
190843,C,Body (Fun Kee Runners Remix),6:23,track,,Fun Kee Runners
190843,D,Body (T&F Disco Dub),5:05,track,,T&F
482475,A,I Don't Know Anybody Else (Melody Mix),6:35,track,,
482475,B,I Don't Know Anybody Else (Club Mix),6:15,track,,
185131,1,Temptation Waits,4:36,track,,
185131,2,I Think I'm Paranoid,3:38,track,,
185131,3,When I Grow Up,3:24,track,,
185131,4,Medication,4:08,track,,
185131,5,Special,3:43,track,,
185131,6,Hammering In My Head,4:52,track,,
185131,7,Push It,4:02,track,,
185131,8,The Trick Is To Keep Breathing,4:11,track,,
185131,9,Dumb,3:50,track,,
185131,10,Sleep Together,4:03,track,,
185131,11,Wicked Ways,3:43,track,,
185131,12,You Look So Fine,5:23,track,,
111610,A1,Get It Up (The Feeling) (Extended Mix),,track,,
111610,A2,Get It Up (The Feeling) (Tru Faith Vocal Mix),,track,,Tru Faith
111610,B1,Get It Up (The Feeling) (Full Intention Mix),,track,,Full Intention
111610,B2,Get It Up (The Feeling) (Headrillaz Club Mix),,track,,Headrillaz
111610,C1,Get It Up (The Feeling) (Headrillaz Vocal Mix),,track,,Headrillaz
111610,C2,Get It Up (The Feeling) (Tru Faith Dub),,track,,Tru Faith
111610,D1,Get It Up (The Feeling) (Full Intention Sultra Mix),,track,,Full Intention
111610,D2,Get It Up (The Feeling) (Full Intention Dub),,track,,Full Intention
253688,1,Finally (Classic Funk Radio Mix),3:27,track,,Eric Kupper
253688,2,Finally (Classic Funk Mix),7:15,track,,Eric Kupper
253688,3,Finally (Nasty Funk Mix),8:02,track,,Eric Kupper
253688,4,Finally (Nasty Funk Dub),5:29,track,,Eric Kupper
253688,5,Finally (Sharp's System Vocal),8:16,track,,The Sharp Boys
253688,6,Finally (Sharp's Funky Mirror Ball Dub),6:00,track,,The Sharp Boys
507952,A1,Get It Up (The Feeling) (Full Intention Remix),,track,,Full Intention
507952,A2,Get It Up (The Feeling) (Extended Mix),,track,,
507952,AA1,Get It Up (The Feeling) (Adam Dived Vocal Mix),,track,,Adam Dived
944577,1,Deck The Halls,3:29,track,,
944577,2,We Three Kings,3:40,track,,
944577,3,"Bring A Torch, Jeannette, Isabella",2:32,track,,
944577,4,Coventry Carol,2:38,track,,
944577,5,Good King Wenceslas,3:29,track,,
944577,6,"Wassail, Wassail",2:20,track,,
944577,7,Carol Of The Birds,2:03,track,,
944577,8,I Saw Three Ships,1:28,track,,
944577,9,"God Rest Ye Merry, Gentlemen",1:37,track,,
944577,10,"God Rest Ye Merry, Gentlemen",4:19,track,,
944577,11,Stille Nacht,5:26,track,,
672338,1,Harem (Canção Do Mar) (Hex Hector Vocal Mix),10:02,track,,Hex Hector
672338,2,Harem (Canção Do Mar) (Robbie Rivera Vocal Mix),6:32,track,,Robbie Rivera
672338,3,Harem (Canção Do Mar) (Manny Lehman Vocal Mix),11:05,track,,Manny Lehman
672338,,Bonus Track,,heading,,
672338,4,It’s A Beautiful Day (Remixed By Groove Brothers),3:28,track,,Graham Stack; The Groove Brothers
1552782,A1,Cha Cha Heels,6:40,track,,
1552782,A2,Cha Cha Heels (Radio Mix),3:50,track,,
1552782,B,My Discarded Men,,track,,
3289586,1,Love Shoulda Brought You Home,,track,,
3289586,2,Another Sad Love Song,,track,,
3289586,3,Breathe Again,,track,,
3289586,4,Seven Whole Days,,track,,
3289586,5,You Mean The World To Me,,track,,
3289586,6,How Many Ways,,track,,
3289586,7,Let It Flow,,track,,
3289586,8,You're Makin' Me High,,track,,
3289586,9,Un-Break My Heart,,track,,
3289586,10,I Don't Want To,,track,,
3289586,11,How Could An Angel Break My Heart,,track,,
3289586,12,He Wasn't Man Enough,,track,,
3289586,13,Just Be A Man About It,,track,,
3289586,14,Spanish Guitar,,track,,
444115,A1,Can't Get Enough Of Your Love (C+C Extended Club Mix I),6:05,track,,Clivillés & Cole
444115,A2,Can't Get Enough Of Your Love (C+C Bonus Beats),4:45,track,,Clivillés & Cole
444115,B1,Can't Get Enough Of Your Love (C+C Base Dub),5:00,track,,Clivillés & Cole
444115,B2,Can't Get Enough Of Your Love (C+C Extended Album Club Mix),4:43,track,,Clivillés & Cole
115614,A1,Another Night (Club Mix),5:45,track,,
115614,A2,Another Night (House Mix),5:15,track,,
115614,B1,Another Night (Armand's Nightmare Mix),6:37,track,,Armand Van Helden
115614,B2,Another Night (Armand's New School Mix),5:14,track,,Armand Van Helden
904126,A1,Sentimental (Uptempo Mix),8:00,track,,John Robinson
904126,A2,Sentimental (Groove Mix),4:10,track,,John Robinson
904126,A3,Sentimental (Bounce Mix),4:05,track,,E-Smoove
904126,B1,Sentimental (Smooth Mix),4:32,track,,Francis Buckley
904126,B2,Sentimental (E-Smoove House Dub),5:32,track,,E-Smoove
904126,B3,Sentimental (Uno Clio Dub),8:08,track,,Uno Clio
209332,1,Never Gonna Say I'm Sorry (Album Version),3:16,track,,
209332,2,Never Gonna Say I'm Sorry (Sweetbox Extended Mix),6:46,track,,Sweetbox; Geo
209332,3,Never Gonna Say I'm Sorry (Lenny B's Club Mix),8:24,track,,Lenny Bertoldo; Lenny Bertoldo
209332,4,Never Gonna Say I'm Sorry (Lenny B's Organ-ic House Mix),7:14,track,,Lenny Bertoldo; Lenny Bertoldo
541944,A1,It Could've Been You (David Morales Club Mix),11:04,track,,David Morales
541944,A2,It Could've Been You (David Morales Dub),7:07,track,,David Morales
541944,A3,The Sound Of My Tears (Album Version),4:51,track,Keith Crouch,
541944,B1,It Could've Been You (David Morales Club Mix II),12:08,track,,David Morales
541944,B2,It Could've Been You (Mass Avenue Hip Hop Remix),4:13,track,,Andre Evans; Bob Antoine
541944,B3,It Could've Been You (Mass Avenue Bonus Beats),4:13,track,,Andre Evans; Bob Antoine
360031,1,Step By Step (Tony Moran Remix),10:22,track,,Tony Moran
360031,2,Step By Step (Junior's Arena Anthem Mix),11:50,track,,Junior Vasquez
360031,3,Step By Step (Soul Solution Diva Vocal),9:02,track,,Soul Solution
360031,4,Step By Step (K-Klass Remix),10:08,track,,K-Klass
360031,5,Step By Step (Teddy Riley Remix),5:00,track,,"Darryl ""Dezo"" Adams; Sprague ""Doogie"" Williams; Teddy Riley"
360031,6,Step By Step (Album Version),4:07,track,,
458712,A1,Things Just Ain't The Same (Hex Hector's Club Mix),9:15,track,,
458712,A2,Things Just Ain't The Same (Bonus Beats),4:10,track,,
458712,B1,Things Just Ain't The Same (Hex's Instrumental),9:00,track,,
458712,B2,Things Just Ain't The Same (Hex's Radio Edit),4:08,track,,
458712,B3,Things Just Ain't The Same (Down-Tempo Radio Version),3:40,track,,
177693,1,A Rose Is Still A Rose (Love To Infinity Rhythm Radio Mix),3:58,track,,Love To Infinity
177693,2,A Rose Is Still A Rose (Hex Hector Club Mix),8:55,track,,Hex Hector
177693,3,A Rose Is Still A Rose (Love To Infinity Club Mix),6:55,track,,Love To Infinity
177693,4,A Rose Is Still A Rose (Album Version),4:27,track,Lauryn Hill,
177693,5,A Rose Is Still A Rose (Album Version - Instrumental),5:27,track,Lauryn Hill,
193498,1,Cruel Summer,3:32,track,,
193498,2,Cruel Summer (Blazin' Rhythm Remix),3:33,track,,Hani
229013,1,The First Night,3:55,track,Jermaine Dupri,
229013,2,'Cross The Room,3:51,track,Dallas Austin,
2107512,1,Nobody's Supposed To Be Here,4:10,track,,
2107512,2,Nobody's Supposed To Be Here (Dance Mix),4:13,track,,
112378,A1,It's Over Now (Hex Retro-Future Mix),7:23,track,Alonzo Jackson; Kay Gee,Hex Hector
112378,A2,It's Over Now (Allstar Mix),4:15,track,Alonzo Jackson; Kay Gee,Allstar
112378,B1,It's Over Now (Junior Vasquez Anthem Mix),10:30,track,Alonzo Jackson; Kay Gee,Junior Vasquez
112378,B2,It's Over Now (Junior Beats),1:58,track,Alonzo Jackson; Kay Gee,Junior Vasquez
112378,C1,It's Over Now (Hex Hector Club Mix),10:03,track,Alonzo Jackson; Kay Gee,Hex Hector
112378,C2,It's Over Now (Hex Retro-Future Radio Mix),4:13,track,Alonzo Jackson; Kay Gee,Hex Hector
112378,D1,It's Over Now (Junior Vasquez Dub Club Dub),8:25,track,Alonzo Jackson; Kay Gee,Junior Vasquez
112378,D2,It's Over Now (Allstar Instrumental),4:15,track,Alonzo Jackson; Kay Gee,Allstar
149843,1,It's Over Now (Album Version),4:01,track,Alonzo Jackson; Kay Gee,
149843,2,It's Over Now (Allstar Mix),4:21,track,Alonzo Jackson; Kay Gee,Allstar
149843,3,It's Over Now (Hex Retro-Future Mix),7:27,track,Alonzo Jackson; Kay Gee,Hex Hector
149843,4,It's Over Now (Hex Hector Club Mix),9:47,track,Alonzo Jackson; Kay Gee,Hex Hector
149843,5,It's Over Now (Junior Vasquez Anthem Mix),10:51,track,Alonzo Jackson; Kay Gee,Junior Vasquez
149843,6,It's Over Now (Hex Retro-Future Vocal Dub),7:27,track,Alonzo Jackson; Kay Gee,Hex Hector
149843,7,It's Over Now (Junior Dub Club Dub),8:40,track,Alonzo Jackson; Kay Gee,Junior Vasquez
149843,8,Nobody's Supposed To Be Here (Special-Slow To Fast-Version),3:42,track,"Anthony ""Shep"" Crawford; Hex Hector",
243826,1,It's Not Right But It's Okay (Rodney Jerkins Smooth Mix),4:25,track,Rodney Jerkins,
243826,2,It's Not Right But It's Okay (Rodney Jerkins Smooth Mix Instrumental),4:40,track,Rodney Jerkins,
243826,3,It's Not Right But It's Okay (Thunderpuss Radio Mix),4:16,track,Rodney Jerkins,Thunderpuss
243826,4,It's Not Right But It's Okay (Club 69 Radio Mix),4:18,track,Rodney Jerkins,Club 69; Peter Rauhofer
243826,5,It's Not Right But It's Okay (Thunderpuss Club Mix),9:15,track,Rodney Jerkins,Thunderpuss
243826,6,It's Not Right But It's Okay (Club 69 Future Club Mix),8:01,track,Rodney Jerkins,Club 69; Peter Rauhofer
243826,7,It's Not Right But It's Okay (Club 69 Future Dub),7:48,track,Rodney Jerkins,Club 69; Peter Rauhofer
243826,,Special Bonus Cut,,heading,,
243826,8,I Will Always Love You (Hex Hector Club Mix),9:54,track,David Foster,Hex Hector
1408843,1,We Can't Be Friends,4:19,track,"Anthony ""Shep"" Crawford; Professa Funk",
1408843,2,It's Over Now (Allstar Mix),4:21,track,Alonzo Jackson; Kay Gee,Allstar
1408843,3,It's Over Now (Retro-Future Radio Mix),4:14,track,Alonzo Jackson; Kay Gee,Hex Hector
909763,1,My Love Is Your Love (Wyclef Remix),4:10,track,,Jerry Duplessis; Wyclef Jean
909763,2,My Love Is Your Love (Salaam Remix),4:11,track,,Eddison Electrik; Salaam Remi
909763,3,My Love Is Your Love (Jonathan Peters' Radio Mix),4:30,track,,Jonathan Peters; Tony Coluccio
909763,4,My Love Is Your Love (Thunderpuss 2000 Radio Mix),4:11,track,,Thunderpuss
909763,5,My Love Is Your Love (Jonathan Peters' Vocal Club Mix),13:46,track,,Jonathan Peters; Tony Coluccio
909763,6,My Love Is Your Love (Thunderpuss 2000 Club Mix),8:28,track,,Thunderpuss
909763,7,My Love Is Your Love (Thunderpuss 2000 Severe Dub),8:31,track,,Thunderpuss
909763,8,It's Not Right But It's Okay (KCC's Release The Love Groove Mix),7:05,track,Rodney Jerkins; Keith Franklin,KCC
470713,1,Maria Maria (Album Version),4:21,track,Jerry Duplessis; Wyclef Jean,
470713,2,Maria Maria (Wyclef Remix),4:21,track,Jerry Duplessis; Wyclef Jean,
470713,3,Maria Maria (Pumpin' Dolls Radio Edit),3:56,track,Jerry Duplessis; Wyclef Jean,Abel Arana; Juan Belmonte; Pumpin' Dolls
470713,4,Maria Maria (Pumpin' Dolls Club Mix),8:36,track,Jerry Duplessis; Wyclef Jean,Abel Arana; Juan Belmonte; Pumpin' Dolls
470713,5,Maria Maria (Wyclef Remix Instrumental),4:21,track,Jerry Duplessis; Wyclef Jean,
470713,6,Migra (Album Version),5:54,track,Carlos Santana; KC Porter,
202660,1,I Learned From The Best (HQ2 Uptempo Radio Mix),4:26,track,,Hex Hector & Mac Quayle
202660,2,I Learned From The Best (Jr. Vasquez Disco Radio Mix),4:27,track,,Junior Vasquez
202660,3,I Learned From The Best (HQ2 Club Mix),10:37,track,,Hex Hector & Mac Quayle
202660,4,I Learned From The Best (Jr. Vasquez USA Millennium Mix),11:32,track,,Junior Vasquez
202660,5,I Learned From The Best (Jr. Vasquez Disco Club Mix),9:25,track,,Junior Vasquez
202660,6,I Learned From The Best (HQ2 Dub),8:57,track,,Hex Hector & Mac Quayle
